Complementarity events: 
0.17
0.62
0.58
0.17
0.64
0.70
0.18
0.53
0.32
0.57
0.66
0.32
0.59
0.65
0.21
0.52
0.08
0.44
0.69
0.37
0.67
0.21
0.32
0.59
0.30
0.29
0.67
0.44
0.70
0.61
0.08
0.21
0.17
0.28
0.60
0.14
0.65
0.30
0.24
0.06
0.17
0.56
0.20
0.51
0.40
0.32
0.11
0.71
0.58
0.14
0.71
0.66
0.67
0.14
0.66
0.59
0.27
0.06
0.40
0.60
0.68
0.34
0.52
0.53
0.34
0.32
0.65
0.06
0.06
0.29
0.51
0.52
0.16
0.25
0.71
0.55
0.26
0.70
0.35
0.70
0.51
0.06
0.71
0.33
0.22
0.22
0.63
0.19
0.14
0.66
0.70
0.16
0.53
0.30
0.57
0.31
0.16
0.70
0.62
0.34
0.68
0.31
0.39
0.57
0.46
0.32
0.46
0.40
0.66
0.70
0.48
0.63
0.21
0.70
0.66
0.65
0.37
0.39
0.39
0.70
0.50
0.62
0.34
0.65
0.71
0.68
0.24
0.71
0.17
0.10
0.32
0.30
0.22
0.67
0.68
0.29
0.44
0.63
0.16
0.29
0.67
0.59
0.68
0.67
0.28
0.71
0.32
0.10
0.43
0.33
0.67
0.16

Complementarity events: 
0.52
0.57
0.57
0.41
0.38
0.40
0.55
0.54
0.59
0.35
0.54
0.61
0.36
0.43
0.47
0.39
0.44
0.52
0.45
0.36
0.61
0.56
0.56
0.38
0.40
0.60
0.53
0.36
0.36
0.59
0.52
0.40
0.56
0.46
0.60
0.47
0.54
0.54
0.38
0.34
0.37
0.38
0.59
0.54
0.56
0.54
0.48
0.56
0.40
0.54
0.42
0.60
0.34
0.40
0.60
0.56
0.47
0.46
0.56
0.61
0.39
0.55
0.61
0.47
0.52
0.53
0.56
0.52
0.51
0.41
0.53
0.40
0.59
0.40
0.37
0.53
0.55
0.48
0.21
0.29
0.34
0.41
0.38
0.61
0.24
0.44
0.45
0.61
0.37
0.47
0.56
0.35
0.60
0.56
0.59
0.45
0.60
0.59
0.38
0.15
0.43
0.39
0.29
0.52
0.59
0.37
0.46
0.36
0.61
0.60
0.38
0.32
0.42
0.45
0.43
0.48
0.55
0.36
0.56
0.41
0.61
0.55
0.45
0.58
0.48
0.43
0.45
0.40
0.25
0.29
0.60
0.11
0.48
0.42
0.38
0.58
0.40
0.22
0.42
0.56
0.03
0.24
0.61
0.45
0.50
0.47
0.28
0.46
0.29
0.40
0.54
0.48
0.60
0.56
0.60
0.52
0.61
0.22
0.19
0.55
0.39
0.39
0.36
0.48
0.39
0.48
0.02
0.45
0.53
0.59
0.55
0.19
0.39
0.54
0.57
0.48
0.33
0.46
0.61
0.61
0.56
0.48
0.61
0.47
0.18
0.40
0.16
0.35
0.24
0.54
0.59
0.56
0.56
0.47
0.32
0.56
0.25
0.54
0.31
0.12
0.53
0.20
0.44
0.50
0.40
0.57
0.56
0.61
0.56
0.56
0.47
0.48
0.56
0.45
0.45
0.35
0.53
0.44
0.48
0.22
0.19
0.35
0.20
0.50
0.59
0.41
0.28
0.61
0.25
0.11
0.61
0.15
0.35
0.54
0.30
0.57
0.50
0.37
0.45
0.53
0.56
0.61
0.24
0.45
0.47
0.47
0.38
0.45
0.45
0.45
0.45
0.60
0.48
0.22
0.48
0.59
0.35
0.56
0.24
0.12
0.44
0.52
0.23
0.61
0.28
0.47
0.45
0.47

Complementarity events: 
0.44
0.27
0.55
0.57
0.52
0.52
0.35
0.34
0.52
0.32
0.47
0.51
0.57
0.22
0.58
0.50
0.51
0.55
0.57
0.49
0.35
0.46
0.46
0.25
0.31
0.52
0.58
0.22
0.33
0.53
0.36
0.52
0.57
0.44
0.52
0.46
0.58
0.23
0.24
0.23
0.40
0.23
0.39
0.24
0.52
0.45
0.49
0.24
0.35
0.46
0.20
0.36
0.18
0.58
0.35
0.49
0.32
0.57
0.44
0.40
0.40
0.45
0.47
0.58
0.44
0.36
0.54
0.57
0.15
0.44
0.16
0.23
0.57
0.32
0.56
0.24
0.32
0.51
0.46
0.17
0.32
0.32
0.45
0.43
0.23
0.22
0.52
0.35
0.24
0.56
0.52
0.55
0.57
0.51
0.34
0.15
0.55
0.34
0.31
0.55
0.34
0.50
0.56
0.55
0.51
0.43
0.33
0.28
0.56
0.44
0.18
0.15
0.51
0.31
0.22
0.37
0.23
0.51
0.27
0.40
0.52
0.28
0.57
0.57
0.51
0.32
0.38
0.52
0.50
0.29
0.48
0.19
0.20
0.55
0.44
0.33
0.15
0.51
0.58
0.52
0.38
0.40
0.17
0.27
0.57
0.14
0.57
0.44
0.57
0.30
0.07
0.32
0.58
0.10
0.35
0.45
0.55
0.53
0.52
0.18
0.23
0.58
0.44
0.47
0.05
0.44
0.17
0.11
0.57
0.06
0.38
0.47
0.35
0.50
0.16
0.52
0.43
0.10
0.51
0.55
0.49
0.18
0.33
0.33
0.46
0.24
0.34
0.58
0.53
0.42
0.40
0.27
0.51
0.57
0.56
0.33
0.55
0.15
0.22
0.17
0.05
0.52
0.56
0.56
0.17
0.40
0.20
0.11
0.38
0.52
0.22
0.35
0.08
0.31
0.46
0.25
0.56
0.11
0.42
0.13
0.05
0.24
0.35
0.40
0.44
0.32
0.20
0.18
0.15
0.52
0.13
0.11
0.40
0.41
0.44
0.37
0.14
0.35
0.43
0.32
0.14
0.39
0.25
0.32
0.53
0.50
0.11
0.15
0.52
0.37
0.27
0.32
0.38
0.35
0.16
0.31
0.23
0.24
0.58
0.44
0.52
0.52
0.39
0.38
0.53
0.34
0.14
0.23
0.51
0.30
0.37
0.52
0.24
0.35
0.28
0.19
0.56
0.35
0.31
0.48
0.05
0.31
0.33
0.27
0.12
0.14
0.40
0.26
0.08
0.23
0.51
0.43
0.51
0.12
0.15
0.26
0.15

Complementarity events: 
0.53
0.49
0.51
0.48
0.48
0.52
0.49
0.53
0.51
0.48
0.50
0.48
0.49
0.51
0.50
0.43
0.48
0.51
0.47
0.48
0.52
0.47
0.53
0.48
0.43
0.53
0.48
0.52
0.52
0.48
0.53
0.44
0.48
0.48
0.48
0.44
0.51
0.53
0.51
0.52
0.48
0.48
0.51
0.47
0.48
0.48
0.51
0.47
0.42
0.45
0.52
0.51
0.47
0.43
0.45
0.48
0.48
0.43
0.45
0.38
0.44
0.47
0.48
0.43
0.48
0.46
0.48
0.18
0.42
0.43
0.48
0.43
0.53
0.51
0.46
0.43
0.48
0.52
0.51
0.48
0.51
0.22
0.44
0.51
0.12
0.47
0.48
0.47
0.48
0.48
0.46
0.47
0.48
0.47
0.30
0.51
0.47
0.44
0.49
0.47
0.51
0.47
0.48
0.51
0.43
0.51
0.48
0.42
0.47
0.53
0.48
0.44
0.44
0.11
0.48
0.34
0.50
0.50
0.34
0.44
0.43
0.48
0.52
0.48
0.22
0.43
0.07
0.52
0.47
0.28
0.43
0.43
0.48
0.47
0.47
0.43
0.48
0.48
0.47
0.48
0.44
0.30
0.44
0.42
0.43
0.43
0.52
0.41
0.53
0.47
0.43
0.51
0.43
0.48
0.27
0.30
0.48
0.51
0.49
0.48
0.46
0.22
0.44
0.51
0.47
0.43
0.52
0.42
0.48
0.49
0.43
0.34
0.47
0.47
0.48
0.48
0.48
0.43
0.44
0.47
0.51
0.49
0.48
0.43
0.26
0.47
0.42
0.44
0.41
0.48
0.48
0.53
0.44
0.11
0.51
0.34
0.49
0.50
0.43
0.50
0.52
0.44
0.52
0.52
0.51
0.14
0.51
0.45
0.48
0.34
0.50
0.48
0.42
0.47
0.51
0.51
0.48
0.42
0.43
0.49
0.40
0.17
0.53
0.51
0.53
0.50
0.44
0.45
0.49
0.42
0.48
0.51
0.52
0.53
0.44
0.48
0.17
0.43
0.43
0.53
0.32
0.47
0.51
0.47
0.43
0.51
0.48
0.53
0.48
0.34
0.47
0.49
0.49
0.45
0.33
0.44
0.48
0.52
0.50
0.32
0.44
0.53
0.48
0.51
0.49
0.44
0.47
0.48
0.50
0.49
0.46
0.51

Complementarity events: 
0.41
0.35
0.34
0.46
0.32
0.46
0.46
0.36
0.48
0.37
0.32
0.32
0.46
0.45
0.45
0.39
0.32
0.32
0.46
0.28
0.32
0.47
0.38
0.47
0.46
0.34
0.46
0.46
0.46
0.47
0.35
0.35
0.39
0.38
0.55
0.46
0.37
0.48
0.32
0.33
0.30
0.31
0.34
0.36
0.31
0.35
0.33
0.31
0.37
0.27
0.32
0.49
0.28
0.37
0.31
0.38
0.47
0.31
0.31
0.45
0.33
0.49
0.28
0.47
0.24
0.41
0.34
0.32
0.34
0.22
0.25
0.46
0.49
0.44
0.55
0.34
0.31
0.46
0.32
0.31
0.34
0.32
0.31
0.32
0.36
0.55
0.35
0.46
0.38
0.25
0.42
0.27
0.52
0.31
0.25
0.48
0.35
0.29
0.46
0.42
0.48
0.45
0.29
0.29
0.45
0.30
0.29
0.48
0.23
0.31
0.36
0.45
0.45
0.28
0.31
0.34
0.32
0.58
0.46
0.47
0.29
0.45
0.45
0.32
0.46
0.34
0.32
0.29
0.52
0.45
0.45
0.28
0.47
0.32
0.32
0.47
0.31
0.22
0.45
0.39
0.46
0.28
0.44
0.56
0.35
0.34
0.59
0.38
0.25
0.35
0.41
0.58
0.38
0.39
0.59
0.36
0.28
0.45
0.32
0.22
0.46
0.23
0.41
0.37
0.31
0.32
0.50
0.47
0.54
0.36
0.32
0.29
0.37
0.46
0.23
0.49
0.35
0.32
0.34
0.48
0.55
0.46
0.31
0.32
0.45
0.31
0.46
0.45
0.31
0.18
0.39
0.28
0.39
0.36
0.37
0.28
0.38
0.27
0.36
0.42
0.28
0.48
0.45
0.44
0.22
0.39
0.47
0.42
0.44
0.58
0.31
0.24
0.22
0.51
0.25
0.42
0.38
0.37
0.33
0.46
0.41
0.42
0.47
0.25
0.41
0.41
0.57
0.46
0.49
0.57
0.31
0.22
0.36
0.21
0.23
0.45
0.41
0.55
0.22
0.31
0.28
0.52
0.41
0.52
0.07
0.22
0.42
0.37
0.54
0.36
0.38
0.37
0.45
0.35
0.25
0.45
0.45
0.32

Complementarity events: 
0.40
0.51
0.33
0.27
0.29
0.42
0.49
0.29
0.32
0.33
0.33
0.57
0.32
0.26
0.41
0.49
0.34
0.49
0.51
0.41
0.44
0.27
0.34
0.32
0.32
0.26
0.38
0.42
0.36
0.57
0.41
0.32
0.42
0.32
0.29
0.32
0.44
0.38
0.38
0.40
0.54
0.33
0.57
0.30
0.32
0.33
0.54
0.28
0.44
0.57
0.55
0.54
0.57
0.49
0.41
0.20
0.50
0.44
0.51
0.41
0.32
0.32
0.20
0.28
0.54
0.39
0.57
0.57
0.45
0.40
0.10
0.57
0.54
0.33
0.51
0.33
0.55
0.46
0.55
0.41
0.39
0.42
0.14
0.47
0.26
0.38
0.51
0.45
0.56
0.41
0.27
0.14
0.41
0.58
0.16
0.54
0.41
0.58
0.38
0.40
0.56
0.58
0.29
0.08
0.20
0.42
0.20
0.38
0.57
0.26
0.57
0.27
0.15
0.56
0.57
0.51
0.37
0.57
0.07
0.21
0.08
0.50
0.51
0.55
0.58
0.51
0.45
0.54
0.54
0.54
0.18
0.41
0.56
0.57
0.55
0.07
0.58
0.39
0.58
0.32
0.33
0.54
0.44
0.39
0.56
0.12
0.45
0.46
0.57
0.45
0.51
0.21
0.53
0.51
0.55
0.57
0.21
0.20
0.27
0.18
0.30
0.57
0.32
0.41
0.18
0.57
0.24
0.09
0.54
0.15
0.51
0.22
0.33
0.34
0.45
0.25
0.39
0.36
0.57
0.19
0.57
0.56
0.50
0.28
0.56
0.57
0.22
0.51
0.41
0.56
0.22
0.57
0.56
0.19
0.44
0.58
0.14
0.55
0.55
0.18
0.57
0.57
0.55
0.56
0.20
0.49
0.20
0.48
0.57
0.27
0.58
0.49
0.29
0.56
0.41
0.39
0.43
0.50
0.19
0.55
0.33
0.55
0.57
0.26
0.32
0.57
0.56
0.58
0.55
0.20
0.26
0.42
0.54
0.45
0.57
0.40
0.12
0.20
0.46
0.21
0.55
0.38
0.49
0.58
0.21
0.48
0.49
0.57
0.20
0.27
0.33
0.32
0.56
0.41
0.57
0.26
0.48
0.46
0.57
0.25
0.57
0.54
0.51
0.20
0.49
0.56
0.46
0.49
0.57
0.57
0.15
0.24
0.18
0.47

Complementarity events: 
0.76
0.68
0.72
0.72
0.73
0.73
0.78
0.60
0.75
0.79
0.58
0.57
0.52
0.75
0.64
0.74
0.73
0.78
0.77
0.65
0.76
0.75
0.37
0.68
0.45
0.77
0.63
0.67
0.59
0.77
0.76
0.70
0.74
0.55
0.75
0.63
0.76
0.73
0.71
0.77
0.73
0.76
0.63
0.59
0.73
0.79
0.66
0.73
0.76
0.77
0.73
0.37
0.39
0.79
0.77
0.63
0.76
0.23
0.71
0.74
0.62
0.76
0.51
0.67
0.77
0.73
0.68
0.48
0.74
0.79
0.51
0.64
0.76
0.74
0.77
0.77
0.64
0.49
0.51
0.76
0.74
0.58
0.70
0.26
0.73
0.72
0.73
0.75
0.55
0.66
0.70
0.47
0.39
0.52
0.77
0.75
0.73
0.71
0.63
0.15
0.70
0.29
0.71
0.73
0.47
0.78
0.66
0.58
0.70
0.76
0.70
0.66
0.43
0.59
0.68
0.77
0.77
0.68
0.61
0.67
0.79
0.72
0.68
0.75
0.72
0.63
0.73
0.76
0.37
0.74
0.27
0.69
0.10
0.77
0.65
0.73
0.29
0.63
0.74
0.47
0.47
0.63
0.75
0.74
0.70
0.32
0.73
0.15
0.78
0.49
0.68
0.37
0.15
0.67
0.62
0.62
0.60
0.62
0.51
0.71
0.49
0.66
0.67
0.74
0.77
0.66
0.21
0.52
0.54
0.79
0.73
0.77
0.70
0.52
0.77
0.75
0.73
0.55
0.77
0.77
0.60
0.68
0.63
0.77
0.70
0.60
0.72
0.73
0.74
0.34
0.73
0.78
0.70
0.71
0.06
0.75
0.73
0.62
0.26
0.75
0.78
0.73
0.77
0.73
0.78
0.73
0.49
0.47
0.68
0.21
0.63
0.78
0.51
0.75
0.71
0.10
0.42
0.74
0.44
0.02
0.52
0.74
0.26
0.71
0.33
0.67
0.77
0.66
0.77
0.61
0.63
0.59
0.41
0.75
0.23
0.75
0.66
0.40
0.77
0.45
0.42
0.71
0.71
0.71
0.53
0.71
0.71
0.73
0.49
0.58
0.35
0.61
0.77
0.79
0.78
0.63
0.65
0.32
0.74
0.73
0.78
0.73
0.51
0.63
0.76
0.77
0.45
0.53
0.66
0.68
0.21
0.75
0.55
0.79
0.76
0.72
0.68
0.77
0.70
0.67
0.75
0.67
0.71
0.76
0.48
0.33
0.17
0.77
0.71
0.72
0.64
0.26
0.30
0.77
0.73
0.29
0.49
0.48
0.70
0.59
0.77
0.37
0.74
0.26
0.30
0.79
0.77
0.52
0.08
0.39
0.75
0.75
0.70
0.77
0.74

Complementarity events: 
0.77
0.62
0.57
0.43
0.53
0.78
0.67
0.41
0.81
0.29
0.47
0.84
0.53
0.84
0.80
0.68
0.83
0.38
0.76
0.82
0.38
0.83
0.76
0.82
0.43
0.82
0.28
0.81
0.64
0.53
0.60
0.43
0.76
0.83
0.30
0.83
0.77
0.57
0.80
0.83
0.85
0.40
0.66
0.27
0.82
0.52
0.83
0.74
0.47
0.81
0.82
0.67
0.54
0.79
0.68
0.80
0.79
0.83
0.39
0.68
0.68
0.61
0.82
0.54
0.72
0.83
0.75
0.32
0.59
0.82
0.75
0.39
0.79
0.81
0.83
0.81
0.79
0.81
0.76
0.77
0.16
0.78
0.82
0.84
0.83
0.75
0.24
0.66
0.82
0.76
0.61
0.60
0.78
0.84
0.68
0.85
0.59
0.24
0.27
0.43
0.36
0.56
0.80
0.75
0.83
0.80
0.55
0.82
0.44
0.78
0.22
0.84
0.76
0.66
0.69
0.84
0.09
0.33
0.82
0.85
0.57
0.39
0.64
0.85
0.81
0.52
0.83
0.51
0.54
0.60
0.81
0.67
0.59
0.16
0.23
0.85
0.78
0.21
0.69
0.82
0.80
0.69
0.29
0.72
0.16
0.19
0.80
0.09
0.72
0.66
0.68
0.60
0.40
0.76
0.83
0.16
0.82
0.66
0.82
0.74
0.56
0.57
0.60
0.82
0.59
0.83
0.81
0.13
0.60
0.71
0.52
0.74
0.78
0.18
0.72
0.76
0.22
0.42
0.50
0.10
0.85
0.69
0.51
0.40
0.09
0.82
0.30
0.53
0.85
0.67
0.82
0.85
0.52
0.59
0.23
0.24
0.85
0.43
0.54
0.41
0.08
0.55
0.82
0.08
0.12
0.13
0.53
0.78
0.81
0.54
0.42
0.27
0.57
0.83
0.65
0.82
0.82
0.83
0.12
0.56
0.16
0.23
0.80
0.60
0.09
0.28
0.57
0.19
0.82
0.23
0.40
0.58
0.43
0.12
0.84
0.09
0.33
0.11
0.51
0.59
0.51
0.57
0.38
0.16
0.69
0.76
0.81
0.55
0.81
0.53
0.81
0.19
0.82
0.52
0.09
0.17
0.57
0.81
0.57
0.66
0.76
0.54
0.76
0.40
0.76
0.75
0.55
0.26
0.60
0.65
0.68
0.38
0.85
0.67
0.65
0.83
0.84
0.13
0.57
0.29
0.81
0.22

Complementarity events: 
0.66
0.59
0.68
0.62
0.66
0.52
0.56
0.54
0.62
0.67
0.54
0.62
0.67
0.62
0.46
0.68
0.56
0.49
0.62
0.67
0.63
0.59
0.66
0.49
0.67
0.59
0.59
0.62
0.61
0.62
0.62
0.62
0.67
0.58
0.67
0.59
0.50
0.56
0.66
0.67
0.67
0.49
0.50
0.49
0.29
0.61
0.67
0.67
0.62
0.54
0.66
0.61
0.68
0.54
0.67
0.56
0.53
0.65
0.67
0.67
0.58
0.62
0.53
0.46
0.56
0.64
0.62
0.67
0.61
0.51
0.57
0.65
0.55
0.47
0.64
0.42
0.61
0.64
0.68
0.62
0.59
0.50
0.62
0.62
0.66
0.51
0.28
0.62
0.54
0.58
0.68
0.47
0.57
0.53
0.30
0.52
0.53
0.44
0.62
0.67
0.66
0.67
0.62
0.39
0.66
0.61
0.45
0.50
0.49
0.47
0.59
0.38
0.53
0.56
0.62
0.58
0.67
0.67
0.58
0.61
0.51
0.57
0.55
0.27
0.40
0.68
0.62
0.36
0.68
0.47
0.59
0.47
0.58
0.52
0.55
0.62
0.36
0.66
0.31
0.58
0.50
0.55
0.57
0.54
0.40
0.40
0.59
0.50
0.62
0.26
0.62
0.67
0.63
0.45
0.59
0.37
0.55
0.46
0.51
0.45
0.20
0.50
0.31
0.66
0.60
0.38
0.58
0.58
0.38
0.54
0.42
0.68
0.52
0.62
0.61
0.49
0.34
0.68
0.51
0.45
0.46
0.62
0.66
0.61
0.57
0.61
0.50
0.66
0.34
0.63
0.17
0.14
0.60
0.61
0.58
0.67
0.53
0.55
0.59
0.58
0.43
0.57
0.66
0.30
0.64
0.58
0.67
0.60
0.51
0.47
0.59
0.49
0.61
0.58
0.67
0.60
0.16
0.59
0.55
0.37
0.53
0.54
0.67
0.59
0.38
0.53
0.54
0.30
0.56
0.45
0.36
0.68
0.40
0.46
0.53
0.66
0.41
0.56
0.56
0.38
0.58
0.48
0.46
0.34
0.42
0.31
0.38
0.61
0.60
0.53
0.12
0.59
0.45
0.67
0.48
0.56
0.28
0.30
0.58
0.47
0.56
0.61
0.56
0.37
0.57
0.46
0.56
0.14
0.68
0.50
0.40
0.61
0.06
0.49
0.20
0.61
0.64
0.43
0.50
0.40
0.61
0.58
0.59
0.62
0.66
0.33
0.56
0.64
0.37
0.66
0.62
0.57
0.67
0.28
0.61
0.59
0.58

